id_komentar,nama_akun,tanggal,text_cleaning,sentimen
UgwsjDB5U2Qk-du1v3Z4AaABAg,Aki din,2023-06-16 10:22:56+00:00,coba dong jual harga juta otr laku keras  ,0
Ugz9e1Isf3A8vWDm9nx4AaABAg,Rayya Mischka,2023-06-16 09:59:27+00:00,si luar negri obral indonesia subsidi negara padahal moldoko luhut   ngebayangin untung besrar,1
UgyfXHglvSY1Cg6JUc94AaABAg,yougo chan,2023-06-16 08:12:36+00:00,infrastruktur pada charging station daerah sedikit,1
UgwbFD-O5UgVJpDTTj54AaABAg,Alifian Alrozaq Zakaria,2023-06-16 07:10:34+00:00,sebenernya ev awal cipta sampe hari banyak kendala     ujung kok sampe kalah sama icev terus sumber pake lama apa green energy lha wong sumber   pake batu bara,1
UgwoT3yQUtXZPvCLuWd4AaABAg,lombok exsotis,2023-06-16 05:56:41+00:00,si muldoko bangkrut,1
UgyIuZ6WPLccGm7oX9J4AaABAg,Honu Nurius ファインティング,2023-06-16 05:34:03+00:00,bangun harus sektor transportasi kereta umum rakyat   pusing mikir cicil tiap bulan,1
UgxfDscbSXU7evVVsp54AaABAg,Just For Fun,2023-06-16 04:50:29+00:00,baterai harga mahal usia pakai baterai   habis beli harga mahal,0
UgzeO8C9Hte7fZkRAY94AaABAg,doni herald,2023-06-16 04:15:33+00:00,  punya paham beli     beli terus tinggal pakai handphone awat servis rutinitas charging station   sedikit,0
UgzqgOjaUdVDc4umGzl4AaABAg,agil mulyawan,2023-06-16 03:59:11+00:00,pertama mahal jauh atas bbm   uji awet sampe puluh tahun bbm bukti,1
Ugz1vEgC2lf2y3yg5aN4AaABAg,Ramanto Manto,2023-06-16 03:17:13+00:00,perintah   dpt cuan rakyat   sengsara perintah angkut   ganti angkut  jangan  desak masyarakat suruh beli,1
UgzysEQZnm15WUCOOLN4AaABAg,bang toro channel,2023-06-16 02:26:54+00:00,tambah pribadi arti tambah macet jalan raya,0
UgyO_F2BkHTBsmQTsfB4AaABAg,Alviansyah Kuswidyatama,2023-06-16 01:40:35+00:00,  paling  benar  lebih butuh masyarakat transportasi umum layak utama kereta bukan percuma   gembar gembor sumber sendiri   pakai sumber daya ramah lingkung baru bara tingkat polusi jakarta tetap tinggi fokus alih guna bahan bakar fosil guna pikir aspek lain sendiri sepenuh atas solusi macet bagai kota besar indonesia waktu cek harga harga   affordable buat orang banyak besar ratus juta walaupun subsidi bicara soal infrastruktur dukung lain spklu jumlah batas masalah lain kait transportasi umum layak ramah lingkung utama kereta kemenperin justru hambat ada impor krl bekas jepang alas tkdn jadi shortage jumlah armada krl operasi jabodetabek jogja solo mau tambah jalur krl bandung jalan krl dapat kurang jadwal jam tentu rangkai krl dulu kereta sekarang lebih banyak guna kereta bahkan jam sibuk lanjut akibat tumpu tumpang stasiun krl jadi makin penuh lanjut akibat ketidakpuasan guna layan jasa transportasi krl terus sini inka selaku bumn bidang industri kereta api masalah lain inka sanggup produksi krl sesuai spesifikasi tetap sesuai kuantitas bagaimana butuh kai bicara masalah kualitas hasil akhir produk inka dapat pabrik baru banyuwangi madiun ada pmn inka tahun harap inka maksimal rnd produksi kereta kualitas produk jadi lebih baik umum lebih dukung dorong guna transportasi umum masuk industri dukung ketimbang kendara walaupun dua sama sama beri lapang kerja efek jangka panjang seluruh lebih baik perintah fokus transportasi umum,1
UgwvzC15vcQ2dS-mXwx4AaABAg,Wowon Maulana,2023-06-16 00:58:00+00:00,kendara bukan solusi bukan tingkat transportasi umum malah tambah macet   mungkin orang punya kendara   punya kendara bensin,0
UgzopKbD6Pu1CLWLUvB4AaABAg,lukman bandolz,2023-06-16 00:03:44+00:00,  beli tengah atas banyak masyarakat tengah bawah motor dealernya   terasebar kota besar   daerah mungkin difikirkan beli,1
UgzxB90cIHtuiuxFl0p4AaABAg,Islam olahraga,2023-06-15 22:10:05+00:00,melunjak pln diam tempat bakal naik naik naik menrurut sering naik biaya,0
UgxKEpfnJr2zKQ_eUUp4AaABAg,ADY cd,2023-06-15 18:21:58+00:00,sekarang minat tidak laku indonesia pangku tangan luar negeri merencanakal besar ubah energi baru kendara bbm kendara sangat mungkin bila rakyat indonesia tiba giur buat asing tsb isu kaji dalam,0
UgwaMuKOAbg4w3nx0np4AaABAg,Aji Mukti,2023-06-15 15:36:26+00:00,kendara cuma penting jabat hayo siapa milik saham baterai,1
UgwQ3Gk3_yccBjUurGJ4AaABAg,Reksy Yorka,2023-06-15 15:29:59+00:00,  beli toyota transmover,1
UgziMBhcAC4wEA0V57x4AaABAg,luthfı Raya,2023-06-15 14:16:52+00:00,lapang   tempat charging jarang mana masyarakat mau,0
UgxuXm3omzUt5tdKVqp4AaABAg,Nanang Wijaya,2023-06-15 14:09:51+00:00,tri tambah kaya bkn rakyat,0
UgxtQ_l4cE6mzhxcskZ4AaABAg,Asih Widayati,2023-06-15 11:20:17+00:00,lebih baik   bau laku   transportasi umum   tanggung perintah   wilayah kota,1
UgzBX8zS0GUi3DwZfxl4AaABAg,Ipong Soleh,2023-06-15 10:40:13+00:00,model  kok  aneh   sedap pandang haha janat   beli  kok  maksa rakyat beli,0
Ugz31Fj3C4DgANQuwCV4AaABAg,Musa Lubis,2023-06-15 09:56:50+00:00,mau laku mobol utama muldoko jual semua kenderaanmu ganti dg   berbahab bakar jokowi tri lain baru contoh bukan munafiq aamiin,1
UgyjhrPyZWb8_7c2aKR4AaABAg,Karim ginting Ginting,2023-06-15 08:04:25+00:00,    duga brg ggk akn laku ngapain  orang  pake   ribet   bbm gampag beli kecuali bbm sudh lagka,1
UgwvBqE6i5Z0Y4LmRsp4AaABAg,LENZY MOBILE,2023-06-15 07:50:30+00:00,ev bom layak sekarang segi harga peroformanya jauh mending push   bahan bakar biofuel   bahan bakar tumbuh baru fokus ev gapapa buat regulasi baru kayak eropa kendara baru   euro atas semua kendara baru   hybrid,1
Ugyhb3Rg6pTMVl5ELJ14AaABAg,Fajar Nugi Nugraha,2023-06-15 07:24:32+00:00,rakyat mau kerja gaji umr loker limpah ruah baru mampu beli jujur banyak sekali korban phk anggur,1
UgyIjX41kIBdZ0zMAyt4AaABAg,Toko Jelek Surabaya,2023-06-14 23:37:45+00:00,imho alas kurang emisi sesat lama pln pakai indonesia mayoritas hasil bakar batu bara gas cuman plta potensial air data coba cek   percaya alih bensin   signifikan kurang emisi bisnis satu bisnis lain indonesia lebih   serap padahal lanjur kontrak besar sama punya tambang batu bara mau bensin apa batu bara sama lama transportasi massal susah   baik   niat beneran mau rangin emisi,1
UgxqzxL-KXH-r01UARB4AaABAg,Tafri mukhtar,2023-06-14 23:24:49+00:00,kayak hidrogen lebih pas buat kendara masa depan deh tinggal isi hidrogen kaya isi bensin puter kunci terus jalan   perlu nunggu ngecharger lama,1
UgxUm_MhGUSecYgWhbZ4AaABAg,Pemburu Handal,2023-06-14 17:10:32+00:00,mau ramah lingkung kurang pakai kendara pribadi mau sedikit tampar rangin produksi impor kendara,0
UgzF14LnJe9S3VD_k0x4AaABAg,CL 9,2023-06-14 17:03:50+00:00,darimaana duit,2
UgzcaxeViGHAZpWEpvl4AaABAg,ZAFHAS TRANS,2023-06-14 17:03:01+00:00,beneran mulai   laku kok   malah makin  lihat  ev kek gin mulai banyak jkt bandung sby ama yogya mulai jamur,0
Ugym9Dt8orgNq9Gv3Sl4AaABAg,erick chandra,2023-06-14 16:43:21+00:00,sekali ngecharge   berapa lama coba   buru or jalan jauh tiba lowbat gimana coba fungsional sangat lemah banding bbm,1
UgxMlZPnd1QJYr0ZdCZ4AaABAg,DEDE ARIES ABDULLAH,2023-06-14 16:15:25+00:00,gimana mau kembang pln pake token,0
Ugz1wZ0sOyoa8Gl8_lh4AaABAg,Aldi joe,2023-06-14 11:43:56+00:00,mudah ferguso paling ev,0
UgxbTaw0VHI1L6AP-QZ4AaABAg,Garland Reswara,2023-06-14 08:27:07+00:00,cocok indonesia indonesia butuh hybrid evaluasi sistem paja kendara berat hybrid,1
Ugym1nTuCYDM2RhfjAJ4AaABAg,Muniran Security,2023-06-14 07:45:09+00:00,batre masa pakai cuma beberapa tahun trus beli batre baru   harga langit,1
UgykkaMgPXLreQZPvPl4AaABAg,inoe kertapati,2023-06-14 07:43:07+00:00,listtik tidak aman   baterai mudah bakar jadi masalah teknologi baterai belum matang,1
UgyNNaLkZb0ubwTeOLF4AaABAg,CHANEL ANAK SEHAT,2023-06-14 06:37:14+00:00,om t sama supra fit ngk om serius neh,0
UgzxSoUjri56vYD-Zmd4AaABAg,Muhammad Viqih,2023-06-14 04:53:21+00:00, benar  juga kritidakan anirs,1
Ugw57uOuP_CirgAGBE14AaABAg,rayfal Ibrahim syah,2023-06-14 04:45:58+00:00,gagal maning gagal maning,1
Ugx1Xd2dwMbUUgoE8Gl4AaABAg,Hasyim Azhari,2023-06-14 02:38:01+00:00,model   kurang tarik isi daya   ribet lama,1
UgznTu9LmR42YzUuc354AaABAg,Lisa Denara,2023-06-14 02:36:06+00:00,tempat charger rata jelas   lalu   tiba mati jalan   gmna donk perintah begok  semua ,1
Ugwb5T23RquWLOQtGdJ4AaABAg,Nur Rokhim,2023-06-14 02:19:56+00:00,  lucu klw plng kmpng mogok tol alas abis,1
UgyeYdUYKbCMMsq-qR94AaABAg,YOURAN TUMAYEL,2023-06-14 01:57:21+00:00,sendiri pilih konversi suzuki carry punya,1
UgxyO_-d7B06b9bG15x4AaABAg,vania,2023-06-14 01:02:34+00:00,lha beda apa ev juga bbm,1
UgxrBezww2RKW8M_s654AaABAg,Denny Load,2023-06-14 00:31:42+00:00,harga airev wuling china indonesia jual juta,0
UgxY3GE7xtCknNiiQ3B4AaABAg,suwardi hagani,2023-06-13 23:48:01+00:00,urus surat surat kendara ribet alas buat masyarakat  malas  halo mana nih dukung pihak samsat baik dishub pajak maupun polri,1
UgxqC3XkwtAMQlH3SBR4AaABAg,Azkha Rafa,2023-06-13 16:58:00+00:00,minyak bumi mau abis nih,0
UgxWlGkHQ8reLzRY2-t4AaABAg,faiz wae,2023-06-13 16:26:23+00:00,gaji juta umr paksa lesat teknologi alas kurang emisi gas buang padahal bensin solar dahulu bakal timbun sang kuasa jual pabrik pabrik rakyat paksa pake motor ntar   pake malah naik harga nama miskin sadar,1
UgxxPNVelITwzdvP_K14AaABAg,Sunarto Wilders,2023-06-13 16:21:23+00:00,pasar atur atur pasar jalan alamiah laku pasar arti masyarakat percaya walaupun beri subsidi motor,0
UgzxrUbzVVPxCkdPlwJ4AaABAg,Sukardi Iswadi,2023-06-13 13:44:21+00:00,terlalu mahal harga rakyat bawah   beli,2
Ugw7zURmvIvgnZplf-14AaABAg,Rg,2023-06-13 13:23:13+00:00,kasihan biarpun goreng banyak reviewer otomotif bahkan ikut beli   ngaruh,1
Ugw3SPU-W4rwOiDCBVF4AaABAg,Fai Han,2023-06-13 12:59:53+00:00,untung pln ujung harga naik belum   fast carger klau cas menit pakai hari mau,0
UgxXrUOZ-_htB5Vr4ap4AaABAg,Suryo Suryo,2023-06-13 12:43:56+00:00,bagi dahulu kpd     indonesia,1
UgySmmvnNkmwCXECuJZ4AaABAg,Rinto Rian,2023-06-13 12:36:59+00:00,kecil harga langit sapa mau beli,0
UgxzGDR1tJmLN2d69U94AaABAg,pangeran sriwijaya,2023-06-13 12:32:04+00:00,kendara bagus angkut umum,2
Ugxwu23zyLIi4ti56cF4AaABAg,Tamberang,2023-06-13 12:23:58+00:00,kantong rakyat belum cukup,1
UgxBUEe02glEY8DDWGx4AaABAg,Rupinus Ismail,2023-06-13 12:10:18+00:00,  sering padam intan malah mau jual llistrik kacau,0
Ugyn7U73YQHEx0Zu1Xp4AaABAg,Moch Moestadiron,2023-06-13 11:23:16+00:00,bukan   laku semua baru jarang   langdung sukses,1
Ugz0EuSWTdAaIy0wXxJ4AaABAg,natuna,2023-06-13 11:01:57+00:00,minat harga bawah juta itu tampung banyak,0
Ugykc8CwXq5hnDvQ0cJ4AaABAg,Game Moment,2023-06-13 10:56:47+00:00,masalah buat   batrenya karna batre tiap merek motor beda klw sperti bensin   apa merek motor isi bensin jenis batre    semua  merek motor mudah dahuluam pngisian ganti,1
UgxD5qbUAbrpsFJcVXh4AaABAg,Mochammad Yunus,2023-06-13 10:17:22+00:00,tarik harga mahal tempat isi baterai enak biasa isi pertamax mana pakai modifikasi mudah,1
UgxDYgMh3FOscyKh2-R4AaABAg,channel phone,2023-06-13 09:57:44+00:00,harga china juta sampe sini dibandrol juta subsidi juta konsumen juta harga china wuling miniev rpjuta indonesia juta,0
UgwvEkypRxd-LpZgBqd4AaABAg,izhampire L,2023-06-13 09:41:48+00:00,pesimis battery lithium limbah bagaimana memngingat olah limbah lithium mudah,0
Ugwfo2kMdCDvsivzRRZ4AaABAg,Tae Hendra,2023-06-13 09:35:52+00:00,mahal rusak repot mogok bingung ha,1
Ugy5tdGlAWzVwwDXWZp4AaABAg,Didit Handoko,2023-06-13 09:14:50+00:00,  desak penting   sangat penting abai,1
UgzrBBTudqr01K6jHRN4AaABAg,aara ayesha,2023-06-13 07:46:13+00:00,perintah tidak mampu rubah meski diskon mungkin   baterai universal ganti mana semua kendara jenis apa sama model lebih mudah motor maka baterai sama misal motor batetai kapasitan baterai mudah isi masyarakan bisnis isi baterai tinggal ganti unit baterai,1
UgxXcfMRP51PI8Z9egN4AaABAg,Furodi Mudhofir,2023-06-13 07:32:09+00:00,kondisi ekonomi masyarakat tengah bawah baik baik,0
Ugw7x9wv4L8vc8wyHcJ4AaABAg,sakutrem 93,2023-06-13 07:31:09+00:00,supsidi negara produsen cina hebat sekali indonesia,1
Ugw7Fs736Rr3wqzodP14AaABAg,muhartanto,2023-06-13 06:26:22+00:00,infrastructur siap siapa juga mau uji coba lebih bagus segala otomatis orang juga pindah,0
UgxIxRD_1LmgUR8uPgZ4AaABAg,Fikry Badharudin,2023-06-13 05:46:37+00:00,ingin masyarakat banyak angkut umum massal   mudah akses koneksi beberapa daerah wilayah,0
Ugz6LH7T1HSMMk3vF7V4AaABAg,Hio Putra,2023-06-13 05:41:45+00:00,muldoko nyambi bisnis ciie,0
Ugxb7AQT_WOj8jnbXLF4AaABAg,Rizky Rpmill,2023-06-13 05:05:20+00:00,wuling ev juta lebih tara pajero sport orang kaya milih pajero ketimbang air ev,2
UgwV5f0zBhMro8H3LUB4AaABAg,jolio ahmad,2023-06-13 05:00:06+00:00,  tau produsen   rakyat konoha lebih  orang  miskin kaya artis jabat   beli rumah   nyicil abad boro boro bayar   sulit,1
UgwRx2G0fA8e3DMDKE54AaABAg,andre supra,2023-06-13 04:37:05+00:00,mending   pake diesel sawit,1
UgymraUWUIVzC0ITJBx4AaABAg,Eko Ipah,2023-06-13 04:14:13+00:00,kendara terlalu mahal kalang duit   mampu beli,1
UgwV5VjrwS3jZWREqB94AaABAg,Hen Dra,2023-06-13 04:06:53+00:00,buru hrsnya masuk kesekmen motor kalo mau subsidi trasportasi massal bajay angkot taxi grab gojek jenis bus   belum perlu subsidi,2
UgxD9YFZ_AsmR5M6NfB4AaABAg,Konter Hp,2023-06-13 02:08:45+00:00,  laku enak mesin,0
Ugx0b2ZluAH4WkqqG1F4AaABAg,passaku 7,2023-06-13 01:37:11+00:00,bukan   laku mobilitas batas tambah ngecas pake waktu beda sama bensin ngisi langsung gas,1
Ugyzb6ch5jdmOa14fXx4AaABAg,dayat kusuma,2023-06-13 00:52:57+00:00,bawah juta rakyat kelas tengah bawah beli atas aneh rakyat butuh kerja punya hasil baru beli,1
UgxxGL8s99YjS-aXn0t4AaABAg,Okky Subiantoro,2023-06-13 00:20:48+00:00,harga mahal kualitas   kuat guna mesin isi baterai lama stasiun isi indonesia gimana mau laku,1
UgxghS7pJF1ppHemuDR4AaABAg,sujar wadi,2023-06-12 23:32:22+00:00,subsidi,2
Ugxk4Mmw2l10B7ztmb94AaABAg,Zoel Along,2023-06-12 20:07:53+00:00,mau laris manis buat bakar pungsi tenaga surya minyak bensin lebih irit banyak untung masyarakat pertalit tiada,0
UgxiUILdRu4G6Dv-5Ud4AaABAg,I love cuan FTO88 - ORIGINAL,2023-06-12 17:14:38+00:00,bukan   mau daya beli   kurang drastis tidak uang bawah,1
UgxG46Fu7-EbmYC953V4AaABAg,BRO_LONG,2023-06-12 16:52:16+00:00,karna tempat isi bahan bakar sangat sulit mahal,1
UgwP0PHGOh2T1CGr5MB4AaABAg,Bambang Elkadi,2023-06-12 14:55:56+00:00,bukan dealer salah konsumen wait and se hitung cermat putus beli,1
UgxVR2nce3GjfsXWR9l4AaABAg,moteng freeTV,2023-06-12 14:04:55+00:00,bukan buat indonesia buat apa dbeli ngurusi smk   sanggup mlah ngundang infestor asing,1
Ugznhq8ZMKJvuIL4VB14AaABAg,yutupcincoicincong,2023-06-12 13:58:50+00:00,bahan bakar air kok hilang,1
UgycLYKtThLLn7T4Qk54AaABAg,salman alfarisi,2023-06-12 13:41:44+00:00,negara   mau rubah   pertama dipikirin jangan jual dulu tempat   buat cas dipikirin dulu dibanyakin dulu tempat jangan dibanyakin mana orang beli susah nyari tempat cas,1
UgysYbSfR3y_Broo7zF4AaABAg,annonymous name,2023-06-12 13:25:26+00:00,suara reporter  kok  ilang,1
UgziDDvYlXBsNPg9bNt4AaABAg,Infonatura Food,2023-06-12 11:29:10+00:00,coba kaya bensin isi cepat menit isi kaya spbu bensin harga kaya bensin mampu angkut kaya bensin   usah banyak teori kosong laku geser bensin  orang  lebih harga waktu kescepatan simpel daya,1
Ugxd0TagtwTQFROjchJ4AaABAg,Supriadi Supriadi,2023-06-12 10:58:47+00:00,isi daya daerah,1
Ugy3UgqxaASC4pVB8ad4AaABAg,Meti Amalia,2023-06-12 10:42:52+00:00,rakyat mana sih   beli kendara cuma rakyat banyak belum mampu boro boro,1
UgwQ2b3GNMwHZYypve54AaABAg,Syahmedi Lubis,2023-06-12 09:49:12+00:00,dapat harga mahal batre kurang tahan tempat cas kota besar produksi bentuk sedan mau buat toyota innova,0
UgyWLsqoxAfbEOG9FaR4AaABAg,anton basuki,2023-06-12 07:22:19+00:00,prioritas transportasi umum,0
UgxioGroZP0VV0edA5F4AaABAg,Badarsyah Badarsyah,2023-06-12 07:19:52+00:00,entu masalah harga baterynya   nyaris paruh harga masyarakat kwatir satu waktu masa pakai batery habis sangat mahal berat milik ev,0
UgxIUiqLQK9C-kzNl_Z4AaABAg,Sketsa Kafit,2023-06-12 06:41:56+00:00,harus ev armada transportasi umum   sih,1
UgxP2AtLoa41Gpjz7K14AaABAg,Karang Jaya,2023-06-12 06:37:31+00:00,jual paksa harga jual mahal subsidi perintah kwalitas uji suku cadang kendara   kok curiga subsidi apa benar beli kendara,1
UgwFiCnZuPCrzJlrNpp4AaABAg,Approved Card,2023-06-12 06:35:37+00:00,mana laris jual harga mahal sulit lapang kerja makan kurang kok beli,0
Ugzl4AmPb1EPIBB-7ih4AaABAg,Arf.,2023-06-12 06:32:08+00:00,hybrid kunci,0
UgzjZK_i71nLaDmCXZN4AaABAg,Zaenal Arifin,2023-06-12 06:03:03+00:00,strategi jls salah   bikin strategi perang mungkin jago   strategi dagang   jago   mau laku rubah budaya masyarakat indonesia   orang indonesia   mau beli kendara jual     harga jatuh   hampir th dunia otomotif jadi tahu budaya orang indonesia contoh knp suzuki kurang laku   harga jual jatuh coba   honda toyota contoh   avanza sama xenia     harga xenia lebih murah   knp avanza   laku   pertama harga jual lebih bagus     xenia dua brand toyota   orang lihat semua budaya masyarakat sini lihat kendara bukan   harga     brand harga jual,0
Ugw91fALy2aaE3liEbB4AaABAg,ella,2023-06-12 04:49:19+00:00,lebih baik mikirin sarana transportasi umum jangkau jangkau sampe daerah tidack kurang macet mahal kurang fasilitas   maintenance   gimana yha perintah sibuk bangun tol   notabene     banyak banyak   lewat tol makin cuan   punya tol,1
UgxI72XOO6AiFwTHHd54AaABAg,Orang Bebas,2023-06-12 04:11:13+00:00,  baru buat orang ragu ragu kaya waktu minyak tanah alih gas lpg sekarang gas lpg suruh rubah minyak tanah ogah coba pln buat meter wat besar abonemen murah minat masyarakat cara dukung ekosistem motor,1
UgyAWNWIx3hZo27Z62Z4AaABAg,taxiboy in BoYtransport,2023-06-12 04:05:17+00:00,harga cekik coba juta banyak rakyat toleh,0
UgxGeN6LSM-FHiEIdnF4AaABAg,Eko Saputro,2023-06-12 02:48:56+00:00,bentuk lucu main,0
UgwUfYmiUYa_4Bo7DXJ4AaABAg,Bagong tambeng,2023-06-12 01:59:22+00:00,jalan satu satu   harga murah subsidi besar besar laku,0
UgzTdF9tsUvYn1qaASp4AaABAg,Irawan Aba,2023-06-12 01:17:42+00:00,generasi esmk baru he,1
UgzxTdXWtuxsnlpEoJh4AaABAg,Suyadi Dadik,2023-06-12 00:37:27+00:00,  itu orang mampu tani minta subsidi pupuk laku,1
Ugwduk4SjgKYnj3RVBN4AaABAg,alfian ihwalul,2023-06-12 00:36:13+00:00,harga mahal  banget   gimana  mau beli,0
UgwSCB1CHatcFqW3pCp4AaABAg,aulia rahma,2023-06-12 00:25:30+00:00, sila  angkut umum   pribadi apa beda sama sama menuhin jalan,2
UgzoUL2Mor83rkPWr0t4AaABAg,genta mulia jaya,2023-06-11 22:15:34+00:00,sangat mahal,1
UgynmUc0a4M6pfYvHGh4AaABAg,Yunus 94,2023-06-11 18:48:20+00:00,masyarakat   miskin,1
UgzwK3omyJprkqZaddJ4AaABAg,Itsumo Saiko,2023-06-11 17:01:28+00:00,bagaimana kenderaan elektrik indonesia nak laku pusat changer   cukup jalan raya buruk apa kuasa beli rata rakyat indonesia rendah walaupun duduk ramai,1
UgzKt5Npv6x4PDSr1Ix4AaABAg,Subagja,2023-06-11 15:00:01+00:00,  jelas harga beli token swap motor sama harga beli bbm sama     boong apalgi ken mayoritas orang indonesia pergi jauh cepet   buat cuman kerja sih,0
UgzbDnEJpVa5fP56zE94AaABAg,Rasbut Ganteng,2023-06-11 12:42:28+00:00,puas   laku,0
UgyxunEZZI_5TOjz1Wt4AaABAg,Ardi Farel,2023-06-11 11:51:42+00:00,terlalu kecil per sisa bahan,1
UgyWX-y0C9Je59FybHh4AaABAg,taufik hidayat,2023-06-11 11:51:32+00:00,sekali cas sampe surabaya   beli,1
UgzNdAe1JEO2_dWv59Z4AaABAg,Rango Channel CBS,2023-06-11 11:08:02+00:00,bukan   laku harga   mahal,0
UgxbOW7oes38dLNbe8d4AaABAg,SAHIR VLOG CLP,2023-06-11 10:17:51+00:00,jelas mahal charging lama jelajah pendek dpminan no,1
UgxGPUV2BUTpAFoA9_B4AaABAg,AKBARファタハ,2023-06-11 09:01:05+00:00,perlu subsidi tiket kai,0
UgzgD_w0jZkUM8vOkwB4AaABAg,Only One,2023-06-11 08:19:17+00:00,lama video buat inti kendraan bensin lebih murah harga beli,0
Ugx3exxC8gdPZopL-7F4AaABAg,5191 nugroho,2023-06-11 08:04:07+00:00,pindah polusi udara kota pindah kawasan pltu   hasil polusi lebih parah makin besar guna ev makin besar minta daya makin banyak batubara   bakar,1
Ugwsue0-oSP_ogHICOB4AaABAg,احمد بدردىن,2023-06-11 08:02:33+00:00,bagaimana laku lebih cuma irit irit sangat giur kaum ekonomi bawah ironis kendara hargae atas juta bahkan milyar nyata punya uanga atas juta bahkan milyar terlalu pikir irit pikir gengsi status kaya mana mungkim mau,1
UgwE4-s8ewLYd13gsB14AaABAg,Muhsin Fath,2023-06-11 07:58:14+00:00,bantu pajak kokuntuk menuhin jalan raya bikin macet kocag transportasi umum banyakin aduh ampun investor akal sehat ilang,1
UgyEin9pIscoKBF7GR54AaABAg,Daun Hijau,2023-06-11 07:57:31+00:00,anggap   beli cashnya habis tengah jalang terus   mau ngisi cashnya numpang rumah orang mana   tinggal desa,0
Ugwpnf3svMAR5TnqDy94AaABAg,Muhammad Nurdjajadi,2023-06-11 07:36:30+00:00,jangan terlalu ekor luar negeri hidup akan dikte luar buat atur sengsara rakyat pln bangun mahal mau pensiun dini beli mahal pajak mahal mau batas jalan ganjil genap pajak progressif terus mau apa,1
Ugzl7WAFjK3WDlm5bTV4AaABAg,Deddy Kurniawan,2023-06-11 07:19:04+00:00,    beli harga tinggi dulu kira juta  lebih  baik beli avanza bekas harga juta,0
Ugy0GtwPBxNL5tcWRA94AaABAg,wahyusaputro,2023-06-11 06:56:40+00:00,akar masalah muahal,1
Ugw3BjDmjt8uUENR5TV4AaABAg,Always Cuan,2023-06-11 06:16:06+00:00,kendara   evektif banyak minus repot   praktis chargernya lama mending kendara bbm isi   lama,1
UgyIYgZzw1rfm9yMaGB4AaABAg,Mekanik Tobat channel,2023-06-11 05:32:45+00:00,ingin rakyat kurang phk anggur pusing  lihat  perintah dagang terus terus dagang tv digital dagang tiket motogp dagang,1
Ugx1Q_6sxzBZTg_pGth4AaABAg,MasNailun,2023-06-11 05:10:33+00:00,tempat charger banyak spbu mungkin banyak   beli,1
UgzCThsLR17FhNplyLZ4AaABAg,Kanoa cetta 13 Cetta,2023-06-11 04:57:36+00:00,inti mahal   harga puluh ribu   jual segitu laku cepat,0
Ugz3sEUJ6DQshQzfMT54AaABAg,Willy Widhardjo,2023-06-11 04:28:03+00:00,larang jalan protokol thamrin sudirman e e motor,1
UgzF2faFbPrz_732P5x4AaABAg,Kenzo Wibu,2023-06-11 04:21:16+00:00,fasilitas cas   banyak orang mikir mau cas   bawa jalan,1
Ugw9l8WtIcaAC9_1pkV4AaABAg,ALFANANTA YOUTUBE,2023-06-11 04:16:20+00:00,rakyat sadar kalian mafia kapitalis   bikin ekonomi naik turun se enak perintah hampir mampu melmdungi rakyat kapitalis mungkin kerjasama perintah serius tangan indonesia kiblat jepang,1
Ugz3ZS9Jv9fe0wWVGnB4AaABAg,Fajri Harisnanda,2023-06-11 04:03:00+00:00,ujung ujung bisnis muldoeko louehut bisnar rakyat tidak mau aspek bisnis produk jugaa sesuai   pasar,0
Ugw-Ah5sW0UEcvjRN394AaABAg,suka nonton,2023-06-11 03:41:42+00:00,wakil ketua mti malah paksa hendak jalan bayar pecat   orang   rasa rakyat lebih golong doank mikirnya dagang laku nyuruh pindah   mikir infrastuktur cepat charging kualitas barang tahan   cuma malakin orang preman,1
Ugw1VfrULLju5RVf8QN4AaABAg,Adi Supriadi,2023-06-11 03:38:29+00:00, batrerai   awet terus mahal paling tahun ganti,0
Ugz_Ca3ElvakKX_K5Wh4AaABAg,Dedy Nugraha,2023-06-11 03:29:11+00:00,mau laku serta dalam paket jual set solar cel   hasil daya wat motor   set solar cel wat,0
UgwOchKo2J5fclAZczF4AaABAg,Anti_Mainstream,2023-06-11 02:16:06+00:00,maksa rakyat pake ev terap dulu perintah   lucu rakyat paksa pake pimpin naik mercy rakus bensin,1
UgxhnjLyoaaA102V4Gh4AaABAg,Aghi Ramadhan,2023-06-10 23:08:29+00:00,tunggu kendara jepang     tenaga hidrogen,0
UgzKwynwtsNh7egpB3d4AaABAg,yoku ondo,2023-06-10 22:22:51+00:00,rakyat   suka luhut ngotot bapak bisnis,0
UgyNmj7roQQWOujKprJ4AaABAg,Mukti Arif,2023-06-10 18:49:12+00:00,stop imfort tektil garment china tingkat produk lokal negri tingkat dapat,0
Ugx4uqUM3088A6n5K994AaABAg,Rain,2023-06-10 18:10:58+00:00,  dulu ganti soal kurang yakin sama generasi awal,1
Ugy6VBWP2ToXPiSd0ix4AaABAg,A.Y Wimbo H,2023-06-10 17:43:12+00:00,harus subsidi orang   kena phk mana bangkit cari kerja susah   gampang pabrik   gulung tikar jangan subsidi orag     lebih duit pake jangan tutup mata korban phk mau makan apa keluarga coba pikir,1
UgzGOmjFg5-QaZO_9U94AaABAg,Syaiful Anwar,2023-06-10 17:01:09+00:00,bagus jng beli kendara eropa amerika     laku indonesia stres tri   punya pabrikan pegang atpm si ketua ksp tau apa mbl jng beli mending duit simpan   non   kendara umum dukung,1
